SITEID,DATE,ONSITE_POA,ONSITE_GHI,SATELLITE_GHI,SATELLITE_POA,PREF_ONSITE,PREF_SATELLITE,IRRADIANCE_TYPE,STATE,SIZE_KW_DC,METER_ENERGY,INV_TOTAL_ENERGY,DAILY_RATIO,GOOD_HOURS,TOTAL_HOURS,PCT_GOOD_HOURS
SP-336,2026-02-14,2819.2,1841.181,2230.0,3076.0,1841.181,2230.0,1.0,ME,1658.8,2180.001,2182.0,0.8256417040358744,9.0,14,0.6428571428571429
SP-336,2026-02-15,5711.517,3667.188,3877.0,6134.0,3667.188,3877.0,1.0,ME,1658.8,4492.999,4495.998,0.9458828991488264,9.0,14,0.6428571428571429
SP-336,2026-02-16,4789.378,3120.733,3492.0,5253.0,3120.733,3492.0,1.0,ME,1658.8,4000.6240000000003,4009.0,0.8936806987399771,8.0,14,0.5714285714285714
SP-336,2026-02-17,1812.244,1309.092,1468.0,1459.0,1309.092,1468.0,1.0,ME,1658.8,1826.898,1828.999,0.8917520435967303,7.0,14,0.5
SP-336,2026-02-18,4008.56,2674.516,3431.0,4910.0,2674.516,3431.0,1.0,ME,1658.8,3735.574,3739.002,0.7795150102011076,6.0,14,0.42857142857142855
SP-336,2026-02-19,5844.367,3849.656,4061.0,6278.0,3849.656,4061.0,1.0,ME,1658.8,5759.677000000001,5776.997,0.9479576459000246,9.0,14,0.6428571428571429
SP-336,2026-02-20,1776.089,1283.282,1579.0,1641.0,1283.282,1579.0,1.0,ME,1658.8,2274.073,2270.001,0.8127181760607979,7.0,14,0.5
SP-336,2026-02-21,4092.681,2785.432,3821.0,5588.0,2785.432,3821.0,1.0,ME,1658.8,1697.75,1703.0,0.7289798482072756,5.0,14,0.35714285714285715
SP-336,2026-02-22,5626.545,3784.037,3899.0,5673.0,3784.037,3899.0,1.0,ME,1658.8,3918.93,3921.001,0.9705147473711208,9.0,14,0.6428571428571429
SP-336,2026-02-23,759.891,653.201,818.0,798.0,653.201,818.0,1.0,ME,1658.8,426.552,435.0,0.7985342298288509,8.0,14,0.5714285714285714
SP-336,2026-02-24,6137.105,4159.007,4348.0,6502.0,4159.007,4348.0,1.0,ME,1658.8,4381.8060000000005,4386.002,0.9565333486660532,10.0,14,0.7142857142857143
SP-336,2026-02-25,364.656,331.117,998.0,1031.0,331.117,998.0,1.0,ME,1658.8,320.191,323.999,0.3317805611222445,2.0,14,0.14285714285714285
SP-336,2026-02-26,5604.483,3881.006,4450.0,6575.0,3881.006,4450.0,1.0,ME,1658.8,3840.3759999999997,3850.0,0.8721361797752809,9.0,14,0.6428571428571429
SP-336,2026-02-27,6073.91,4194.818,4387.0,6409.0,4194.818,4387.0,1.0,ME,1658.8,5433.806,5440.0,0.9561928424891726,10.0,14,0.7142857142857143
SP-336,2026-02-28,3401.194,2414.341,2526.0,3380.0,2414.341,2526.0,1.0,ME,1658.8,3297.059,3303.9809999999998,0.9557961203483768,10.0,14,0.7142857142857143
SP-336,2026-03-01,3875.494,2780.609,2721.0,3638.0,2780.609,2721.0,1.0,ME,1658.8,3985.001,3990.003,1.021907019478133,8.0,14,0.5714285714285714
SP-336,2026-03-02,6394.609,4485.839,4757.0,6858.0,4485.839,4757.0,1.0,ME,1658.8,6446.061,6457.001,0.9429974774017238,11.0,14,0.7857142857142857
SP-336,2026-03-03,4540.697,3262.841,3529.0,4718.0,3262.841,3529.0,1.0,ME,1658.8,4814.918,4823.001,0.9245794842731652,10.0,14,0.7142857142857143
SP-336,2026-03-04,5465.043,3935.883,4641.0,6575.0,3935.883,4641.0,1.0,ME,1658.8,3273.683,3280.0,0.8480678733031674,8.0,14,0.5714285714285714
SP-336,2026-03-05,5285.015,3808.5519999999997,4357.0,5929.0,3808.5519999999997,4357.0,1.0,ME,1658.8,5597.738,5609.999,0.8741225613954555,10.0,14,0.7142857142857143
SP-336,2026-03-06,2535.127,1927.8200000000002,2111.0,2143.0,1927.8200000000002,2111.0,1.0,ME,1658.8,2098.626,2102.0,0.9132259592610138,7.0,14,0.5
SP-336,2026-03-07,1092.814,931.831,862.0,844.0,931.831,862.0,1.0,ME,1658.8,1293.945,1295.0,1.0810104408352668,7.0,14,0.5
SP-336,2026-03-08,3714.907,2780.313,3258.0,4144.0,2780.313,3258.0,1.0,ME,1658.8,4024.754,4034.0,0.8533802946593002,10.0,14,0.7142857142857143
SP-336,2026-03-09,4639.126,3451.003,4160.0,5391.0,3451.003,4160.0,1.0,ME,1658.8,6248.854,6266.003,0.8295680288461539,10.0,14,0.7142857142857143
SP-336,2026-03-10,6474.925,4765.909,4773.0,6490.0,4765.909,4773.0,1.0,ME,1658.8,7711.658,7744.0019999999995,0.9985143515608631,12.0,14,0.8571428571428571
SP-336,2026-03-11,2040.505,1618.737,1591.0,1668.0,1618.737,1591.0,1.0,ME,1658.8,2980.083,2984.001,1.017433689503457,10.0,14,0.7142857142857143
SP-337,2026-02-10,0.0,0.0,1913.0,2293.0,0.0,1913.0,1.0,CA,7869.4,12900.0,13129.842999999999,0.0,0.0,14,0.0
SP-337,2026-02-11,0.0,0.0,3617.0,4830.0,0.0,3617.0,1.0,CA,7869.4,16870.0,17135.348,0.0,0.0,14,0.0
SP-337,2026-02-12,0.0,0.0,4515.0,6358.0,0.0,4515.0,1.0,CA,7869.4,23960.0,24320.322,0.0,0.0,14,0.0
SP-337,2026-02-13,0.0,0.0,4514.0,6292.0,0.0,4514.0,1.0,CA,7869.4,17669.688,17944.829999999998,0.0,0.0,14,0.0
SP-337,2026-02-14,0.0,0.0,4481.0,6168.0,0.0,4481.0,1.0,CA,7869.4,22340.311999999998,22699.374,0.0,0.0,14,0.0
SP-337,2026-02-15,0.0,0.0,4309.0,5731.0,0.0,4309.0,1.0,CA,7869.4,22910.0,23241.863,0.0,0.0,14,0.0
SP-337,2026-02-16,0.0,0.0,1663.0,1963.0,0.0,1663.0,1.0,CA,7869.4,14320.0,14523.0,0.0,0.0,14,0.0
SP-337,2026-02-17,0.0,0.0,4401.0,5890.0,0.0,4401.0,1.0,CA,7869.4,28810.0,29244.032,0.0,0.0,14,0.0
SP-337,2026-02-18,0.0,0.0,4164.0,5373.0,0.0,4164.0,1.0,CA,7869.4,28390.0,28807.968,0.0,0.0,14,0.0
SP-337,2026-02-19,0.0,0.0,1978.0,2199.0,0.0,1978.0,1.0,CA,7869.4,15510.0,15712.038,0.0,0.0,14,0.0
SP-337,2026-02-20,0.0,0.0,4315.0,5551.0,0.0,4315.0,1.0,CA,7869.4,29030.0,29452.931,0.0,0.0,14,0.0
SP-337,2026-02-21,0.0,0.0,5061.0,6896.0,0.0,5061.0,1.0,CA,7869.4,37060.0,37641.984,0.0,0.0,14,0.0
SP-337,2026-02-22,0.0,0.0,5133.0,6957.0,0.0,5133.0,1.0,CA,7869.4,36970.0,37556.016,0.0,0.0,14,0.0
SP-337,2026-02-23,0.0,0.0,4947.0,6584.0,0.0,4947.0,1.0,CA,7869.4,33360.0,33875.411,0.0,0.0,14,0.0
SP-337,2026-02-24,0.0,0.0,4868.0,6456.0,0.0,4868.0,1.0,CA,7869.4,34030.0,34576.88,0.0,0.0,14,0.0
SP-337,2026-02-25,0.0,0.0,4943.0,6524.0,0.0,4943.0,1.0,CA,7869.4,33020.0,33538.006,0.0,0.0,14,0.0
SP-337,2026-02-26,0.0,0.0,3177.0,3657.0,0.0,3177.0,1.0,CA,7869.4,19200.0,19464.045,0.0,0.0,14,0.0
SP-337,2026-02-27,0.0,0.0,4848.0,6213.0,0.0,4848.0,1.0,CA,7869.4,31070.0,31548.943,0.0,0.0,14,0.0
SP-337,2026-02-28,0.0,0.0,5245.0,6871.0,0.0,5245.0,1.0,CA,7869.4,35880.0,36464.988,0.0,0.0,14,0.0
SP-337,2026-03-01,0.0,0.0,5074.0,6538.0,0.0,5074.0,1.0,CA,7869.4,34850.0,35392.0,0.0,0.0,14,0.0
SP-337,2026-03-02,0.0,0.0,2910.0,3073.0,0.0,2910.0,1.0,CA,7869.4,19300.0,19550.035,0.0,0.0,14,0.0
SP-337,2026-03-03,0.0,0.0,5356.0,6888.0,0.0,5356.0,1.0,CA,7869.4,30930.0,31411.025,0.0,0.0,14,0.0
SP-337,2026-03-04,0.0,0.0,4438.0,5267.0,0.0,4438.0,1.0,CA,7869.4,31310.0,31770.969,0.0,0.0,14,0.0
SP-337,2026-03-05,0.0,0.0,5469.0,6901.0,0.0,5469.0,1.0,CA,7869.4,30340.0,30815.968,0.0,0.0,14,0.0
SP-337,2026-03-06,0.0,0.0,5699.0,7283.0,0.0,5699.0,1.0,CA,7869.4,39050.0,39679.962,0.0,0.0,14,0.0
SP-337,2026-03-07,0.0,0.0,5834.0,7432.0,0.0,5834.0,1.0,CA,7869.4,39130.0,39755.057,0.0,0.0,14,0.0
SP-337,2026-03-08,0.0,0.0,5585.0,7065.0,0.0,5585.0,1.0,CA,7869.4,39350.0,39987.906,0.0,0.0,14,0.0
SP-337,2026-03-09,0.0,0.0,5563.0,7004.0,0.0,5563.0,1.0,CA,7869.4,39170.0,39812.99,0.0,0.0,14,0.0
SP-337,2026-03-10,0.0,0.0,5513.0,6903.0,0.0,5513.0,1.0,CA,7869.4,38680.0,39298.099,0.0,0.0,14,0.0
SP-337,2026-03-11,0.0,0.0,5661.0,7055.0,0.0,5661.0,1.0,CA,7869.4,39120.0,39758.972,0.0,0.0,14,0.0
SP-338,2026-02-10,0.0,0.0,2962.0,3970.0,0.0,2962.0,1.0,MD,1150.2,37.5,45.0,0.0,0.0,14,0.0
SP-338,2026-02-11,0.0,0.0,2457.0,3050.0,0.0,2457.0,1.0,MD,1150.2,65.75,74.0,0.0,0.0,14,0.0
SP-338,2026-02-12,0.0,0.0,2481.0,2882.0,0.0,2481.0,1.0,MD,1150.2,127.75,136.0,0.0,0.0,14,0.0
SP-338,2026-02-13,0.0,0.0,4275.0,6407.0,0.0,4275.0,1.0,MD,1150.2,255.251,261.0,0.0,0.0,14,0.0
SP-338,2026-02-14,0.0,0.0,3886.0,5565.0,0.0,3886.0,1.0,MD,1150.2,809.25,815.002,0.0,0.0,14,0.0
SP-338,2026-02-15,0.0,0.0,1334.0,1298.0,0.0,1334.0,1.0,MD,1150.2,852.5,854.9989999999999,0.0,0.0,14,0.0
SP-338,2026-02-16,0.0,0.0,1541.0,1514.0,0.0,1541.0,1.0,MD,1150.2,1409.251,1412.97,0.0,0.0,14,0.0
SP-338,2026-02-17,0.0,0.0,2933.0,3686.0,0.0,2933.0,1.0,MD,1150.2,3249.5,3265.029,0.0,0.0,14,0.0
SP-338,2026-02-18,0.0,0.0,999.0,967.0,0.0,999.0,1.0,MD,1150.2,1003.5020000000001,1010.973,0.0,0.0,14,0.0
SP-338,2026-02-19,0.0,0.0,477.0,460.0,0.0,477.0,1.0,MD,1150.2,490.50100000000003,493.027,0.0,0.0,14,0.0
SP-338,2026-02-20,0.0,0.0,1605.0,1815.0,0.0,1605.0,1.0,MD,1150.2,1382.749,1385.998,0.0,0.0,14,0.0
SP-338,2026-02-21,0.0,0.0,3807.0,5227.0,0.0,3807.0,1.0,MD,1150.2,3005.25,3015.006,0.0,0.0,14,0.0
SP-338,2026-02-22,0.0,0.0,877.0,849.0,0.0,877.0,1.0,MD,1150.2,770.501,777.0,0.0,0.0,14,0.0
SP-338,2026-02-23,0.0,0.0,2097.0,2048.0,0.0,2097.0,1.0,MD,1150.2,185.5,193.0,0.0,0.0,14,0.0
SP-338,2026-02-24,0.0,0.0,4769.0,6694.0,0.0,4769.0,1.0,MD,1150.2,3538.75,3547.0009999999997,0.0,0.0,14,0.0
SP-338,2026-02-25,0.0,0.0,3135.0,3729.0,0.0,3135.0,1.0,MD,1150.2,2675.0,2687.0,0.0,0.0,14,0.0
SP-338,2026-02-26,0.0,0.0,2295.0,2646.0,0.0,2295.0,1.0,MD,1150.2,2112.0009999999997,2125.001,0.0,0.0,14,0.0
SP-338,2026-02-27,0.0,0.0,4723.0,6467.0,0.0,4723.0,1.0,MD,1150.2,4536.5,4566.0,0.0,0.0,14,0.0
SP-338,2026-02-28,0.0,0.0,4822.0,6636.0,0.0,4822.0,1.0,MD,1150.2,4992.5,5024.004,0.0,0.0,14,0.0
SP-338,2026-03-01,0.0,0.0,4909.0,6699.0,0.0,4909.0,1.0,MD,1150.2,5246.251,5286.004,0.0,0.0,14,0.0
SP-338,2026-03-02,0.0,0.0,1426.0,1449.0,0.0,1426.0,1.0,MD,1150.2,1324.0,1330.999,0.0,0.0,14,0.0
SP-338,2026-03-03,0.0,0.0,725.0,701.0,0.0,725.0,1.0,MD,1150.2,391.75,399.0,0.0,0.0,14,0.0
SP-338,2026-03-04,0.0,0.0,619.0,596.0,0.0,619.0,1.0,MD,1150.2,896.502,900.003,0.0,0.0,14,0.0
SP-338,2026-03-05,0.0,0.0,1832.0,1794.0,0.0,1832.0,1.0,MD,1150.2,2414.253,2420.974,0.0,0.0,14,0.0
SP-338,2026-03-06,0.0,0.0,810.0,784.0,0.0,810.0,1.0,MD,1150.2,1109.406,1113.024,0.0,0.0,14,0.0
SP-338,2026-03-07,0.0,0.0,1203.0,1163.0,0.0,1203.0,1.0,MD,1150.2,1446.25,1450.996,0.0,0.0,14,0.0
SP-338,2026-03-08,0.0,0.0,2659.0,2737.0,0.0,2659.0,1.0,MD,1150.2,2643.001,2645.945,0.0,0.0,14,0.0
SP-338,2026-03-09,0.0,0.0,5347.0,7020.0,0.0,5347.0,1.0,MD,1150.2,5445.751,5486.059,0.0,0.0,14,0.0
SP-338,2026-03-10,0.0,0.0,5275.0,6883.0,0.0,5275.0,1.0,MD,1150.2,5173.0,5206.937,0.0,0.0,14,0.0
SP-338,2026-03-11,0.0,0.0,2975.0,3366.0,0.0,2975.0,1.0,MD,1150.2,3258.75,3269.0609999999997,0.0,0.0,14,0.0
SP-339,2026-02-10,4380.238,2804.745,3209.0,5051.0,2804.745,3209.0,1.0,ME,1438.8,3269.397,3268.0,0.8740246182611405,8.0,14,0.5714285714285714
SP-339,2026-02-11,902.903,655.107,1154.0,1151.0,655.107,1154.0,1.0,ME,1438.8,470.751,478.0,0.5676837088388215,3.0,14,0.21428571428571427
SP-339,2026-02-12,4977.211,3173.418,3496.0,5569.0,3173.418,3496.0,1.0,ME,1438.8,3083.098,3085.0,0.9077282608695653,10.0,14,0.7142857142857143
SP-339,2026-02-13,4589.047,2955.823,3479.0,5405.0,2955.823,3479.0,1.0,ME,1438.8,3777.279,3777.999,0.8496185685541822,10.0,14,0.7142857142857143
SP-339,2026-02-14,2448.009,1626.76,1926.0,2507.0,1626.76,1926.0,1.0,ME,1438.8,2182.13,2182.0,0.8446313603322949,10.0,14,0.7142857142857143
SP-339,2026-02-15,5290.903,3432.549,3831.0,6089.0,3432.549,3831.0,1.0,ME,1438.8,4574.902,4575.002,0.8959929522317932,9.0,14,0.6428571428571429
SP-339,2026-02-16,4776.302,3128.277,3549.0,5377.0,3128.277,3549.0,1.0,ME,1438.8,4887.545,4889.999,0.8814530853761623,8.0,14,0.5714285714285714
SP-339,2026-02-17,1686.248,1222.026,1464.0,1458.0,1222.026,1464.0,1.0,ME,1438.8,1852.833,1851.002,0.8347172131147541,8.0,14,0.5714285714285714
SP-339,2026-02-18,4254.966,2854.004,3594.0,5317.0,2854.004,3594.0,1.0,ME,1438.8,4300.667,3649.0009999999997,0.7941023928770172,6.0,14,0.42857142857142855
SP-339,2026-02-19,5498.417,3638.761,4003.0,6212.0,3638.761,4003.0,1.0,ME,1438.8,6032.875,6037.0,0.9090084936297776,9.0,14,0.6428571428571429
SP-339,2026-02-20,1733.086,1258.344,1543.0,1641.0,1258.344,1543.0,1.0,ME,1438.8,2294.1240000000003,2294.999,0.8155178224238496,8.0,14,0.5714285714285714
SP-339,2026-02-21,4667.0380000000005,3168.162,3877.0,5746.0,3168.162,3877.0,1.0,ME,1438.8,2063.2490000000003,2066.998,0.8171684291978333,6.0,14,0.42857142857142855
SP-339,2026-02-22,4987.6050000000005,3392.63,3920.0,5784.0,3392.63,3920.0,1.0,ME,1438.8,4379.625,4378.999,0.8654668367346939,8.0,14,0.5714285714285714
SP-339,2026-02-23,673.088,598.834,855.0,833.0,598.834,855.0,1.0,ME,1438.8,520.5,527.0,0.7003906432748538,7.0,14,0.5
SP-339,2026-02-24,5825.341,3962.454,4299.0,6433.0,3962.454,4299.0,1.0,ME,1438.8,5359.071,5360.001,0.921715282623866,9.0,14,0.6428571428571429
SP-339,2026-02-25,531.5,445.952,1112.0,1114.0,445.952,1112.0,1.0,ME,1438.8,469.89300000000003,477.00100000000003,0.4010359712230216,2.0,14,0.14285714285714285
SP-339,2026-02-26,5127.909000000001,3546.551,3706.0,5180.0,3546.551,3706.0,1.0,ME,1438.8,4070.998,4075.0,0.9569754452239612,10.0,14,0.7142857142857143
SP-339,2026-02-27,5608.942,3907.266,4333.0,6340.0,3907.266,4333.0,1.0,ME,1438.8,5902.968,5907.004,0.9017461343180245,9.0,14,0.6428571428571429
SP-339,2026-02-28,3152.567,2263.741,2377.0,3092.0,2263.741,2377.0,1.0,ME,1438.8,3435.456,3435.003,0.9523521245267144,10.0,14,0.7142857142857143
SP-339,2026-03-01,3785.133,2714.177,3011.0,3961.0,2714.177,3011.0,1.0,ME,1438.8,4664.999,4668.999,0.9014204583194952,8.0,14,0.5714285714285714
SP-339,2026-03-02,5632.604,3972.653,4712.0,6820.0,3972.653,4712.0,1.0,ME,1438.8,6620.472,6621.001,0.8430927419354838,10.0,14,0.7142857142857143
SP-339,2026-03-03,4356.292,3145.381,3757.0,5048.0,3145.381,3757.0,1.0,ME,1438.8,5079.23,5080.997,0.8372054830982166,9.0,14,0.6428571428571429
SP-339,2026-03-04,4945.812,3569.744,4277.0,5881.0,3569.744,4277.0,1.0,ME,1438.8,3583.353,3587.002,0.8346373626373627,10.0,14,0.7142857142857143
SP-339,2026-03-05,5532.7,3995.915,4457.0,6172.0,3995.915,4457.0,1.0,ME,1438.8,6195.022,6199.001,0.8965481265425174,10.0,14,0.7142857142857143
SP-339,2026-03-06,2594.397,1970.393,2549.0,2771.0,1970.393,2549.0,1.0,ME,1438.8,3171.37,3174.004,0.7730062769713614,8.0,14,0.5714285714285714
SP-339,2026-03-07,941.141,821.42,800.0,784.0,821.42,800.0,1.0,ME,1438.8,1204.125,1209.002,1.026775,9.0,14,0.6428571428571429
SP-339,2026-03-08,3896.722,2912.738,3394.0,4300.0,2912.738,3394.0,1.0,ME,1438.8,4127.024,4131.976,0.8582021213906894,10.0,14,0.7142857142857143
SP-339,2026-03-09,3914.114,2942.241,3757.0,4798.0,2942.241,3757.0,1.0,ME,1438.8,4947.875,4954.027,0.7831357466063349,9.0,14,0.6428571428571429
SP-339,2026-03-10,6163.464,4551.121,4783.0,6541.0,4551.121,4783.0,1.0,ME,1438.8,6814.75,6828.002,0.9515201756219945,12.0,14,0.8571428571428571
SP-339,2026-03-11,1925.439,1539.248,1396.0,1378.0,1539.248,1396.0,1.0,ME,1438.8,2424.127,2428.998,1.1026131805157593,9.0,14,0.6428571428571429
SP-342,2026-02-10,0.0,0.0,3022.0,4033.0,0.0,3022.0,1.0,MD,2074.0,5099.999,5191.94,0.0,0.0,14,0.0
SP-342,2026-02-11,0.0,0.0,3147.0,4208.0,0.0,3147.0,1.0,MD,2074.0,5129.0,5375.996999999999,0.0,0.0,14,0.0
SP-342,2026-02-12,0.0,0.0,2550.0,2942.0,0.0,2550.0,1.0,MD,2074.0,5256.999,5483.017,0.0,0.0,14,0.0
SP-342,2026-02-13,0.0,0.0,4053.0,5939.0,0.0,4053.0,1.0,MD,2074.0,8393.0,8528.045,0.0,0.0,14,0.0
SP-342,2026-02-14,0.0,0.0,4018.0,5808.0,0.0,4018.0,1.0,MD,2074.0,7013.001,7218.62,0.0,0.0,14,0.0
SP-342,2026-02-15,0.0,0.0,1347.0,1305.0,0.0,1347.0,1.0,MD,2074.0,1754.001,1774.539,0.0,0.0,14,0.0
SP-342,2026-02-16,0.0,0.0,2098.0,2397.0,0.0,2098.0,1.0,MD,2074.0,2621.0009999999997,2313.646,0.0,0.0,14,0.0
SP-342,2026-02-17,0.0,0.0,2262.0,2763.0,0.0,2262.0,1.0,MD,2074.0,3856.999,4258.813,0.0,0.0,14,0.0
SP-342,2026-02-18,0.0,0.0,1086.0,1056.0,0.0,1086.0,1.0,MD,2074.0,2019.999,2009.42,0.0,0.0,14,0.0
SP-342,2026-02-19,0.0,0.0,579.0,556.0,0.0,579.0,1.0,MD,2074.0,901.001,904.997999999933,0.0,0.0,14,0.0
SP-342,2026-02-20,0.0,0.0,2161.0,2396.0,0.0,2161.0,1.0,MD,2074.0,3545.0,3545.001,0.0,0.0,14,0.0
SP-342,2026-02-21,0.0,0.0,3919.0,5354.0,0.0,3919.0,1.0,MD,2074.0,6499.999,6584.994,0.0,0.0,14,0.0
SP-342,2026-02-22,0.0,0.0,785.0,757.0,0.0,785.0,1.0,MD,2074.0,1187.999,1192.568,0.0,0.0,14,0.0
SP-342,2026-02-23,0.0,0.0,2450.0,2482.0,0.0,2450.0,1.0,MD,2074.0,2628.0,1849.498,0.0,0.0,14,0.0
SP-342,2026-02-24,0.0,0.0,4779.0,6697.0,0.0,4779.0,1.0,MD,2074.0,9139.997,10053.58,0.0,0.0,14,0.0
SP-342,2026-02-25,0.0,0.0,2770.0,3198.0,0.0,2770.0,1.0,MD,2074.0,4310.999,4259.782,0.0,0.0,14,0.0
SP-342,2026-02-26,0.0,0.0,2340.0,2534.0,0.0,2340.0,1.0,MD,2074.0,4197.001,4241.021,0.0,0.0,14,0.0
SP-342,2026-02-27,0.0,0.0,4705.0,6386.0,0.0,4705.0,1.0,MD,2074.0,9048.002,9031.992,0.0,0.0,14,0.0
SP-342,2026-02-28,0.0,0.0,4818.0,6606.0,0.0,4818.0,1.0,MD,2074.0,9423.001,9348.996000000001,0.0,0.0,14,0.0
SP-342,2026-03-01,0.0,0.0,4848.0,6559.0,0.0,4848.0,1.0,MD,2074.0,9610.0,9741.146,0.0,0.0,14,0.0
SP-342,2026-03-02,0.0,0.0,1874.0,1985.0,0.0,1874.0,1.0,MD,2074.0,3495.001,3559.99,0.0,0.0,14,0.0
SP-342,2026-03-03,0.0,0.0,708.0,684.0,0.0,708.0,1.0,MD,2074.0,503.0,-1980.741,0.0,0.0,14,0.0
SP-342,2026-03-04,0.0,0.0,859.0,830.0,0.0,859.0,1.0,MD,2074.0,2143.0,4636.745,0.0,0.0,14,0.0
SP-342,2026-03-05,0.0,0.0,1757.0,1710.0,0.0,1757.0,1.0,MD,2074.0,3936.001,3920.996,0.0,0.0,14,0.0
SP-342,2026-03-06,0.0,0.0,981.0,948.0,0.0,981.0,1.0,MD,2074.0,2375.998,2368.0,0.0,0.0,14,0.0
SP-342,2026-03-07,0.0,0.0,1342.0,1349.0,0.0,1342.0,1.0,MD,2074.0,2978.0,2955.993,0.0,0.0,14,0.0
SP-342,2026-03-08,0.0,0.0,2487.0,2489.0,0.0,2487.0,1.0,MD,2074.0,4762.001,4747.003,0.0,0.0,14,0.0
SP-342,2026-03-09,0.0,0.0,5323.0,6955.0,0.0,5323.0,1.0,MD,2074.0,10077.001,10015.998,0.0,0.0,14,0.0
SP-342,2026-03-10,0.0,0.0,5255.0,6818.0,0.0,5255.0,1.0,MD,2074.0,9518.001,9466.994,0.0,0.0,14,0.0
SP-342,2026-03-11,0.0,0.0,3377.0,3880.0,0.0,3377.0,1.0,MD,2074.0,6554.999,6630.9619999999995,0.0,0.0,14,0.0
SP-343,2026-02-10,0.0,0.0,1962.0,2094.0,0.0,2094.0,2.0,NJ,7509.0,3344.0,3474.81,0.0,0.0,14,0.0
SP-343,2026-02-11,0.0,0.0,1628.0,1878.0,0.0,1878.0,2.0,NJ,7509.0,2454.0,2584.192,0.0,0.0,14,0.0
SP-343,2026-02-12,0.0,0.0,3705.0,5462.0,0.0,5462.0,2.0,NJ,7509.0,6870.0,6921.96,0.0,0.0,14,0.0
SP-343,2026-02-13,0.0,0.0,4083.0,6199.0,0.0,6199.0,2.0,NJ,7509.0,11100.0,11095.908,0.0,0.0,14,0.0
SP-343,2026-02-14,0.0,0.0,3765.0,5429.0,0.0,5429.0,2.0,NJ,7509.0,11897.0,11853.186,0.0,0.0,14,0.0
SP-343,2026-02-15,0.0,0.0,2169.0,2269.0,0.0,2269.0,2.0,NJ,7509.0,8229.0,8254.925,0.0,0.0,14,0.0
SP-343,2026-02-16,0.0,0.0,2665.0,3264.0,0.0,3264.0,2.0,NJ,7509.0,5482.0,5611.0,0.0,0.0,14,0.0
SP-343,2026-02-17,0.0,0.0,1876.0,2257.0,0.0,2257.0,2.0,NJ,7509.0,11812.0,11821.831,0.0,0.0,14,0.0
SP-343,2026-02-18,0.0,0.0,913.0,880.0,0.0,880.0,2.0,NJ,7509.0,5302.0,5369.116,0.0,0.0,14,0.0
SP-343,2026-02-19,0.0,0.0,2451.0,2692.0,0.0,2692.0,2.0,NJ,7509.0,13621.0,13628.958,0.0,0.0,14,0.0
SP-343,2026-02-20,0.0,0.0,551.0,532.0,0.0,532.0,2.0,NJ,7509.0,2946.0,3115.053,0.0,0.0,14,0.0
SP-343,2026-02-21,0.0,0.0,2222.0,2486.0,0.0,2486.0,2.0,NJ,7509.0,12411.0,12443.973,0.0,0.0,14,0.0
SP-343,2026-02-22,0.0,0.0,946.0,928.0,0.0,928.0,2.0,NJ,7509.0,2480.0,2645.041,0.0,0.0,14,0.0
SP-343,2026-02-23,0.0,0.0,1359.0,1314.0,0.0,1314.0,2.0,NJ,7509.0,82.0,92.0,0.0,0.0,14,0.0
SP-343,2026-02-24,0.0,0.0,4607.0,6550.0,0.0,6550.0,2.0,NJ,7509.0,2353.0,2454.949,0.0,0.0,14,0.0
SP-343,2026-02-25,0.0,0.0,3268.0,4105.0,0.0,4105.0,2.0,NJ,7509.0,1797.0,1871.057,0.0,0.0,14,0.0
SP-343,2026-02-26,0.0,0.0,3024.0,3399.0,0.0,3399.0,2.0,NJ,7509.0,4915.0,5038.0,0.0,0.0,14,0.0
SP-343,2026-02-27,0.0,0.0,4695.0,6552.0,0.0,6552.0,2.0,NJ,7509.0,15601.0,15588.907,0.0,0.0,14,0.0
SP-343,2026-02-28,0.0,0.0,4470.0,6076.0,0.0,6076.0,2.0,NJ,7509.0,18126.0,18034.987,0.0,0.0,14,0.0
SP-343,2026-03-01,0.0,0.0,2983.0,3672.0,0.0,3672.0,2.0,NJ,7509.0,16742.0,16727.022,0.0,0.0,14,0.0
SP-343,2026-03-02,0.0,0.0,4717.0,6369.0,0.0,6369.0,2.0,NJ,7509.0,25523.0,25396.039,0.0,0.0,14,0.0
SP-343,2026-03-03,0.0,0.0,530.0,510.0,0.0,510.0,2.0,NJ,7509.0,2623.0,2796.906,0.0,0.0,14,0.0
SP-343,2026-03-04,0.0,0.0,2295.0,2308.0,0.0,2308.0,2.0,NJ,7509.0,11902.0,11907.996,0.0,0.0,14,0.0
SP-343,2026-03-05,0.0,0.0,723.0,695.0,0.0,695.0,2.0,NJ,7509.0,4077.0,4234.966,0.0,0.0,14,0.0
